Title,Summary,Category
Princess Academy,"Princess Academy is a fantasy novel exploring themes of families, relationships, and education by Shannon Hale published on June 16, 2005, by Bloomsbury. It tells the story of fourteen-year-old Miri who attends a princess academy that will determine who wins the hand of the prince. The book was named a 2006 Newbery Honor winner as well as a New York Times Bestseller. It is the first in the Princess Academy series, followed by Princess Academy: Palace of Stone and Princess Academy: The Forgotten Sisters.",Fiction
The Hemul,A large number of characters appear in the Moomin series by Tove Jansson. The original Swedish names are given with the etymologies and word associations suggested by Yvonne Bertills in her 2003 dissertation.,Fiction
Street Spies,"This is a list of all Hardy Boys books published, by series.",Fiction
Unidentified Suburban Object,"Unidentified Suburban Object is a 2016 middle-grade fiction novel written by Mike Jung. It was published in May 2016, by Arthur A. Levine Books, an imprint of Scholastic Inc.",Fiction
Bilbo Baggins,"Bilbo Baggins (Westron: Bilba Labingi) is the title character and protagonist of J. R. R. Tolkien's 1937 novel The Hobbit, a supporting character in The Lord of the Rings, and the fictional narrator (along with Frodo Baggins) of many of Tolkien's Middle-earth writings. The Hobbit is selected by the wizard Gandalf to help Thorin and his party of Dwarves reclaim their ancestral home and treasure, which has been seized by the dragon Smaug. Bilbo sets out in The Hobbit timid and comfort-loving and, through his adventures, grows to become a useful and resourceful member of the quest.",Fiction
Bloodlines (Mead novel),"Bloodlines is the first book in the spin-off series of the Vampire Academy series by American author Richelle Mead. It follows the story of narrator Sydney Sage, the alchemist who helped Rose in Blood Promise, Spirit Bound and Last Sacrifice.",Fiction
Caspian VIII,This is a list of characters in the series of fantasy novels by C. S. Lewis called The Chronicles of Narnia. See also a list of portrayals.,Fiction
The Dark Tower VII: The Dark Tower,"The Dark Tower VII: The Dark Tower is a 2004 fantasy novel by American writer Stephen King. It is the seventh and final book in his Dark Tower series. It was published by Grant on September 21, 2004 (King's birthday), and illustrated by Michael Whelan. It has four subtitles: REPRODUCTION, REVELATION, REDEMPTION, and RESUMPTION – all but the second of these having been used as subtitles for previous novels in the series.",Fiction
Marge Dursley,"The following is a list of characters from the Harry Potter series. Each character appears in at least one Harry Potter-related book or story by J. K. Rowling. These books and stories include the seven original Harry Potter novels (1997–2007), Fantastic Beasts and Where to Find Them (2001), Quidditch Through the Ages (2001), The Tales of Beedle the Bard (2008), Harry Potter and the Cursed Child (2016), Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (2016), Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (2016), Hogwarts: An Incomplete and Unreliable Guide (2016) and the Harry Potter prequel (2008).",Fiction
Gypsy Breynton,Gypsy Breynton is the heroine of an eponymous series of books written by Elizabeth Stuart Phelps. ,Fiction
Bill Door,"Death is a fictional character in Terry Pratchett's Discworld series and a parody of several other depictions of the Grim Reaper across Europe. He is a black-robed skeleton who usually carries a scythe and on occasion a sword for dispatching royalty. His jurisdiction is specifically the Discworld itself; he being only a minion of Azrael, the Death of all things across the Universes – in much the same way as the Death of Rats is an infinitesimally small part of Death himself. ",Fiction
High Lady Suroth,"The Wheel of Time is a series of high fantasy novels by American author Robert Jordan, which began with The Eye of the World in 1990. Jordan wrote the first 11 novels of the series, and the prequel novel New Spring (2004), before his death in 2007. The final three novels—The Gathering Storm (2009), Towers of Midnight (2010), and A Memory of Light (2013)—were co-written by American author Brandon Sanderson. The series features 2787 distinct named characters.",Fiction
Theresia van Astrea,The light novel Re:Zero and its derivative anime and manga adaptations feature a cast of characters created by Tappei Nagatsuki and designed by Shinichirou Otsuka.,Fiction
My Name Is Brain Brian,"My Name is Brain Brian (stylized as My name is Brain Brian) is a children's novel written by the author of the Pony Pals series, Jeanne Betancourt. First published in 1993, it is a contemporary story which focuses on studying and dyslexia.",Fiction
Button-Bright,"This is a list of characters in the original Oz books by American author L. Frank Baum. The majority of characters listed here unless noted otherwise have appeared in multiple books under various plotlines. Oz is made up of four divisions that surround the Emerald City in the center. The country as a whole was originally enchanted by a character named Queen Lurline, who is described in the Oz backstory. Additional characters were added in regions surrounding the Land of Oz (beyond the deserts) as the series progressed.",Fiction
Camie Boro,"The Dune prequel series is a sequence of novel trilogies written by Brian Herbert and Kevin J. Anderson. Set in the Dune universe created by Frank Herbert, the novels take place in various time periods before and in between Herbert's original six novels, which began with 1965's Dune. In 1997, Bantam Books made a $3 million deal with the authors for three Dune prequel novels, partially based upon notes left behind by Frank Herbert, that would come to be known as the Prelude to Dune trilogy. Starting with 1999's Dune: House Atreides, the duo have published 15 Dune prequel novels to date.",Fiction
The Tower Treasure,"The Tower Treasure is the first volume in the original Hardy Boys series published by Grosset & Dunlap. The book ranks 55th on Publishers Weekly's All-Time Bestselling Children's Book List for the United States, with 2,209,774 copies sold as of 2001. This book is one of the ""Original 10"", generally considered by historians and critics of children's literature to be the best examples of all the Hardy Boys, and Stratemeyer Syndicate, writing.",Fiction
Charity Burbage,"The following is a list of characters from the Harry Potter series. Each character appears in at least one Harry Potter-related book or story by J. K. Rowling. These books and stories include the seven original Harry Potter novels (1997–2007), Fantastic Beasts and Where to Find Them (2001), Quidditch Through the Ages (2001), The Tales of Beedle the Bard (2008), Harry Potter and the Cursed Child (2016), Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (2016), Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (2016), Hogwarts: An Incomplete and Unreliable Guide (2016) and the Harry Potter prequel (2008).",Fiction
Reg Shoe,"The Ankh-Morpork City Watch is a fictional police force appearing in Terry Prattchett's Discworld series. The Watch primarily functions out of the fictional city of Ankh-Morpork, but some stories do include members of the watch elsewhere in the world. ",Fiction
Dreams of Gods and Monsters,"Dreams of Gods and Monsters is a young adult fantasy novel written by Laini Taylor.  It was published on April 1, 2014 by Hachette Book Group, an imprint of Little, Brown and Company.  The book is the third in the Daughter of Smoke and Bone trilogy, following Days of Blood and Starlight.",Fiction
